Product_Url,Priority
https://www.flipkart.com/product/p/itm?pid=FANGJWN86YHPZMKU,0
https://www.flipkart.com/product/p/itm?pid=FANGJWNBDEWGSDHY,1
https://www.flipkart.com/product/p/itm?pid=FANGJWN8MF9QGHV4,0
https://www.flipkart.com/product/p/itm?pid=FANGJWNBWWDUSX44,0
https://www.flipkart.com/product/p/itm?pid=FANEFMRK8HVEKAEU,1
https://www.flipkart.com/product/p/itm?pid=EXFFZTTRTC8QUS7F,1
https://www.flipkart.com/product/p/itm?pid=FANGJWN8BHFUKCAE,1
https://www.flipkart.com/product/p/itm?pid=FANGJWNBCFHGND89,0
https://www.flipkart.com/product/p/itm?pid=FANGJWN8EZKZYSBG,0
https://www.flipkart.com/product/p/itm?pid=FANEFU53DHF3HZ9C,1
https://www.flipkart.com/product/p/itm?pid=FANGGRBPEUKA4UJN,1
https://www.flipkart.com/product/p/itm?pid=FANGJWN8RXWMKSDK,0
https://www.flipkart.com/product/p/itm?pid=FANGJWN8S6JPRHFG,0
https://www.flipkart.com/product/p/itm?pid=FANGTBF8GNTGAZQK,0
https://www.flipkart.com/product/p/itm?pid=FANGTBF8Z2DBZZHR,0
https://www.flipkart.com/product/p/itm?pid=FANGPHMGGHNG3C5E,1
https://www.flipkart.com/product/p/itm?pid=FANEQEYD3ZTQ2HYZ,1
https://www.flipkart.com/product/p/itm?pid=FANGZJCDBG7XF2YQ,0
https://www.flipkart.com/product/p/itm?pid=FANGZJCDDNDBYHYR,0
https://www.flipkart.com/product/p/itm?pid=FANGPHMGEYXNPRQA,0
https://www.flipkart.com/product/p/itm?pid=FANFDFTQJ8TYX6ZA,1
https://www.flipkart.com/product/p/itm?pid=FANGGD4NBA9C7GBD,0
https://www.flipkart.com/product/p/itm?pid=FANGZJCDHTTXGDNC,0
https://www.flipkart.com/product/p/itm?pid=FANGGRBPXPB3SV7W,0
https://www.flipkart.com/product/p/itm?pid=FANERAX2TCAZQCDU,1
https://www.flipkart.com/product/p/itm?pid=FANFDFTQ7C3W4BYN,0
https://www.flipkart.com/product/p/itm?pid=FANGGD4NFPZB4FFP,0
https://www.amazon.in/dp/B07P91J2CP,1
https://www.amazon.in/dp/B0BHSN57WV,1
https://www.amazon.in/dp/B077BZQWZ2,1
https://www.amazon.in/dp/B0BHSQB92J,0
https://www.flipkart.com/product/p/itm?pid=FANGGXY4HAX5NZJG,1
https://www.flipkart.com/product/p/itm?pid=FANGGXY4ZR3XHAUZ,1
https://www.flipkart.com/product/p/itm?pid=FANF22XGAFZHVBDH,1
https://www.flipkart.com/product/p/itm?pid=FANGGXY38X8K3Z2F,1
